id,location,text,target
1367112,NYC,"Good, because I've been encountering way too many people, without masks, on sidewalks lately.  
#NYC Imposes Fines Of Up To $1,000 For Those Who Refuse To Wear Face Masks https://t.co/dJYITCUwqM?",1
1367113,"Round Rock, TX","I’M SURE THIS IS ALL FINE AND PERFECTLY LEGAL: “Operation Warp Speed COVID-19 Vaccine Contracts Shielded From View” : Shots - Health News 

https://t.co/iqg44rbYXX",1
1367114,France and USA,"super-spreading clusters of COVID-19 overwhelmingly occur in poorly ventilated, indoor environments where many people congregate over time—weddings, churches, choirs, gyms, funerals, restaurants, and such—especially loud talking or singing without masks. 
https://t.co/31BD2e8KDo",1
1367115,,"@thejasonwise @PeteyBm3 So... You are fabricating that recovery rate number, Sweden had a per capita death rate that was among the highest in the world- do the math and without a vaccine, herd immunity would take years. Plus, there is concern over how long immunity lasts anyway.  https://t.co/dzHUqstuik",1
1367116,,"RT @JStein_WaPo: Staggering chart --&gt;

https://t.co/nwnL5bLzYg https://t.co/XEHKW3UX0N",1
1367117,Arizona U.S.,"""Only Time Will Tell"" Russia places huge bet on COVID vaccine.

- I'd take Russia's before Trump's!  

https://t.co/55P1miTljz",0
1367118,"Dorchester ,Dorset u.k ",RT @Jimcorrsays: This is what is planned if YOU let them away with it https://t.co/9bc0Ybi2Qg,0
1367119,Rio Grande Valley,Operation Warp Speed COVID-19 Vaccine Contracts Shielded From View : Shots - Health News : NPR https://t.co/rLraI03HtO,1
1367120,"Rhineland-Palatinate, Germany","RT @GermanyXP: If there's one thing Germans know how to do, it's airing out rooms...

https://t.co/673QAPlKCw",0
1367121,UK,RT @Jimcorrsays: This is what is planned if YOU let them away with it https://t.co/9bc0Ybi2Qg,0
1367122,London,Really interesting piece - in Hong Kong about 19% of cases were responsible for 80 percent of transmission but 69% of cases did not infect another person  (via @rowlsmanthorpe) https://t.co/5zi21RHvLn,1
1367123,,"RT @drlangtry_girl: Hundreds of thusands who lost jobs in the pandemic denied Universal Credit | https://t.co/Oq6lHoCMcA",0
1367124,Belfast,Germans embrace fresh air to ward off coronavirus. Open your windows!  https://t.co/pCTEYOTphs,0
1367125,"ÜT: 40.77864,-73.982426","“The recovery is also spread unequally. White Americans have recovered more than half of their jobs lost between April and February. Meanwhile, Black Americans have recovered just over a third of employment lost in the pandemic.” https://t.co/EHfgCWcvg4",1
1367126,Anarchist Jurisdiction,"RT @JStein_WaPo: Staggering chart --&gt;

https://t.co/nwnL5bLzYg https://t.co/XEHKW3UX0N",1
1367127,"Fayetteville, NC","RT @newsbysamuels: @CardsChris Yes: https://t.co/VneWvhs7p3

https://t.co/KeKS0qKzpV",1
1367128,San Diego,Operation Warp Speed COVID-19 Vaccine Contracts Shielded From View : Shots - Health News : NPR. It is a secret shielded from the public. I won’t trust the vaccine produced secretly. How would I even though it is safe? https://t.co/Bg8ZHa7ssP,1
1367129,"Chicago, IL","""Complicated"" is an understatement. This is a look into the logistical nightmare that lies ahead. 
https://t.co/XPeUEsX5Nq",1
1367130,"Oakland, CA","RT @JStein_WaPo: Staggering chart --&gt;

https://t.co/nwnL5bLzYg https://t.co/XEHKW3UX0N",1
1367131,,"Covid cases and deaths today: coronavirus UK map

https://t.co/cX6ydXHXqc",0
1367132,"Manchester, UK",The Germans get it! Shame that 'led by the science' means precisely nothing here https://t.co/aPDXcDLLOt,0
1367133,Occupied Anishinabek Land,"RT @JStein_WaPo: Staggering chart --&gt;

https://t.co/nwnL5bLzYg https://t.co/XEHKW3UX0N",1
1367134,North Northumberland,"Neanderthal genes increase risk of serious Covid-19, study claims https://t.co/zTzBp2tEmD",0
1367135,CA,"RT @JStein_WaPo: Staggering chart --&gt;

https://t.co/nwnL5bLzYg https://t.co/XEHKW3UX0N",1
1367136,O6C,RT @calebmaupin: https://t.co/0YsWr4z2PI,0
1367137,"Preston, England",RT @Jimcorrsays: This is what is planned if YOU let them away with it https://t.co/9bc0Ybi2Qg,0
1367138,"Phoenix, AZ","Worth pointing out how consistent AZ has been in driving down these numbers. As new cases spike across the U.S., AZ for weeks has remained one of the few states to see a sustained decline. Lots of work to be done, but impressive nonetheless. https://t.co/EW2QwjmV12 https://t.co/WrjyKkYANE",1
1367139,Oregon & Vermont,'This Is Too Much': Working Moms Are Reaching The Breaking Point During The Pandemic https://t.co/VT47dEMi0i,1
1367140,North Northumberland,Hundreds of thousands who lost jobs in pandemic denied universal credit https://t.co/RsbNo4HiB1,0
1367141,USA,@MrWhiteSox @JStein_WaPo @krystalball https://t.co/NoMm7de1hu,1
1367142,Earth (for now...),"RT @JStein_WaPo: Staggering chart --&gt;

https://t.co/nwnL5bLzYg https://t.co/XEHKW3UX0N",1
1367143,U.S.,Meet the 30 young leaders who are forging a new future for healthcare in the pandemic's shadow #HealthCare #health via https://t.co/hmIoXfIspy https://t.co/ojHBPg7UNi,1
1367144,,"After spending six months indoors, is your dog in better shape -- or worse?  Dr. Anne Kimmerlein discusses healthy weight with the @washingtonpost.  #vcapets https://t.co/OZ8OIC2CG9",1
1367145,"Cambridge, MA","tldr if you don't want to lockdown, you have to learn from South Korea and Japan to do aggressive contact tracing and testing/quarantining of individuals who have been in the same space with superspreaders. No crowds in closed spaces.
https://t.co/i1Yo4gMqRs",1
1367146,"Hampshire, UK.",RT @Jimcorrsays: This is what is planned if YOU let them away with it https://t.co/9bc0Ybi2Qg,0
1367147,Qat’muk of the Ktunaxa Nation,"** 1:06:19 TRUMP
The greatest, before COVID came in, the greatest economy in history. Lowest unemployment numbers. Everything was good, everything was go -- And by the way, there was unity. https://t.co/qHrZekBhQw",1
1367148,London,Germans embrace fresh air to ward off coronavirus - just open your windows twice a day even in winter https://t.co/ahnq37cQHr,0
1367149,"West Coast, USA",15 Minute 'Easy' COVID-19 Test Cleared for Use in Europe: https://t.co/6BnugtdaRl via @SputnikInt,0
1367150,West Dorset. UK,Care home coronavirus outbreaks cast doubt on official PHE data https://t.co/SLkoKRf6Mu,0
1367151,"ÜT: 0.0,0.0",The Western world was getting distracted by the trees https://t.co/oy3fAGlElR,1
1367152,"Redmond, WA","Germans embrace fresh air to ward off coronavirus https://t.co/oKqGL6s0fm (Perfect. Also, AHA == Abstand, Hygiene, Alltagsmaske, or Distance, Wash-your-hands, Mask-up)",0
1367153,,https://t.co/jNptXb79VM,0
1367154,"Goiânia, Brazil","RT @guardian: Neanderthal genes increase risk of serious Covid-19, study claims https://t.co/hbd5MUIkqc",0
1367155,,https://t.co/4IRYTFsDkI,0
1367156,,RT @Give_Me_TheJist: @JackieIam2U @realryanhartwig Is this what you mean? - https://t.co/PfhLPBdjuw,0
1367157,,"RT @JStein_WaPo: Staggering chart --&gt;

https://t.co/nwnL5bLzYg https://t.co/XEHKW3UX0N",1
1367158,State of Contentment Florida,"RT @kevinernste: @business In related news, I hear the newest Harley is going to be called the *Superspreader*!

https://t.co/HD593FrvQM ht…",1
1367159,Massachusetts Maine Florida,@hyperplanes @nycsouthpaw https://t.co/I2BjdWsdjJ,1
1367160,Dixie,"RT @JStein_WaPo: Staggering chart --&gt;

https://t.co/nwnL5bLzYg https://t.co/XEHKW3UX0N",1
1367161,"Albany, NY","RT @JStein_WaPo: Staggering chart --&gt;

https://t.co/nwnL5bLzYg https://t.co/XEHKW3UX0N",1
1367162,,"RT @JStein_WaPo: Staggering chart --&gt;

https://t.co/nwnL5bLzYg https://t.co/XEHKW3UX0N",1
1367163,,https://t.co/mpB0cGYnSq,0
1367164,"Washington, DC","Geneva to introduce minimum wage of £3,500 a month https://t.co/GFJqYeLbSx",0
1367165,,"RT @JStein_WaPo: Staggering chart --&gt;

https://t.co/nwnL5bLzYg https://t.co/XEHKW3UX0N",1
1367166,,RT @Jimcorrsays: This is what is planned if YOU let them away with it https://t.co/9bc0Ybi2Qg,0
1367167,Versailles,"RT @NPRHealth: New York City Imposes Fines Of Up To $1,000 For Those Who Refuse To Wear Face Masks https://t.co/u7qMMwjswK",1
1367168,"Auburn Hills, MI","RT @JStein_WaPo: Staggering chart --&gt;

https://t.co/nwnL5bLzYg https://t.co/XEHKW3UX0N",1
1367169,New York,"RT @JStein_WaPo: Staggering chart --&gt;

https://t.co/nwnL5bLzYg https://t.co/XEHKW3UX0N",1
1367170,,RT @guardian: Hundreds of thousands who lost jobs in pandemic denied universal credit https://t.co/oxIyuNw7Iy,0
1367171,"Urbana, IL","RT @JStein_WaPo: Staggering chart --&gt;

https://t.co/nwnL5bLzYg https://t.co/XEHKW3UX0N",1
1367172,"Stobieside, Scotland",RT @wayward24: Newcastle council chief hits out at 'contradictory' Covid rules https://t.co/TY2tA2T7GX,0
1367173,"Providence, RI",Parents Who've Lost Jobs Struggle To Manage Their Own Stress — And Their Kids' : Shots - Health News : NPR https://t.co/cfuclPmvH1,1
1367174,North Wales. ,RT @guardian: Hundreds of thousands who lost jobs in pandemic denied universal credit https://t.co/oxIyuNw7Iy,0
1367175,,"Biden tells white supremacist groups to 'cease and desist' after Trump's debate 'embarrassment' – livehttps://t.co/e9PyKRHKId",0
1367176,Www.PersonalData.IO,@halhod @tforcworc @riptari @mikarv See here: https://t.co/HmM2kIP0nf,1
1367177,"England, United Kingdom","@conservegently @berniespofforth @jacindaardern Irish passport very similar to Chinese ...

https://t.co/Iugk61x9Ia",1
1367178,"Cervelló, Barcelona, Catalunya","Well well, how easy it is to point fingers... Young people as diligent about Covid measures as older peers, survey finds https://t.co/QjuXHBR8V2",0
1367179,"Kingston, Jamaica","The COVID-19 recession is the most unequal in modern U.S. history https://t.co/nyU74fMpmx  Agreed. I don't buy the ""it affects everyone equally"" argument, not true in JA either. My view anyway.",1
1367180,Ireland,Germans embrace fresh air to ward off coronavirus https://t.co/7dlnXyB3xC,0
1367181,Costa Rica,@cmarinmuller https://t.co/m4nQKDoEsA,0
1367182,Rain City,"RT @JStein_WaPo: Staggering chart --&gt;

https://t.co/nwnL5bLzYg https://t.co/XEHKW3UX0N",1
1367183,,RT @IanByrneMP: Covid-hit Merseyside economy 'may collapse without funding' https://t.co/4BR7kEbWJe,0
1367184,"Sheffield, Nairobi, Durham ",Ventilation for the Nation https://t.co/d5Tm7wn151,0
1367185,,"RT @JStein_WaPo: Staggering chart --&gt;

https://t.co/nwnL5bLzYg https://t.co/XEHKW3UX0N",1
1367186,joven sin fronteras,"RT @JStein_WaPo: Staggering chart --&gt;

https://t.co/nwnL5bLzYg https://t.co/XEHKW3UX0N",1
1367187,"Sol 3, with everyone else",RT @EpicureanDeal: Are we fighting the pandemic with the wrong tools? By @zeynep https://t.co/MsO2V8LWK2,1
1367188,,"RT @NPRHealth: New York City Imposes Fines Of Up To $1,000 For Those Who Refuse To Wear Face Masks https://t.co/u7qMMwjswK",1
1367189,Newark De,"RT @JStein_WaPo: Staggering chart --&gt;

https://t.co/nwnL5bLzYg https://t.co/XEHKW3UX0N",1
1367190,"Ottawa, Ontario","Une lecture plus qu’essentielle! 

“Overdispersion makes it harder for us to absorb lessons from the world because it interferes with how we ordinarily think about cause and effect.”
 
K: The Overlooked Variable That's Driving the Pandemic - The Atlantic https://t.co/1werugRWor",1
1367191,,Hundreds of thousands who lost jobs in pandemic denied universal credit https://t.co/jcmg6zRafq,0
1367192,,"RT @guardian: Neanderthal genes increase risk of serious Covid-19, study claims https://t.co/hbd5MUIkqc",0
1367193,"Virginia, USA","RT @JStein_WaPo: Staggering chart --&gt;

https://t.co/nwnL5bLzYg https://t.co/XEHKW3UX0N",1
1367194,"Glasgow, Scotland",https://t.co/Fg3kj0wG80,0
1367195,,"Germans embrace fresh air to ward off coronavirus | Germany | The Guardian https://t.co/aIfPicTi3K",0
1367196,Estonia,"Soovitan koroonaga tegelevatel inimestel seda lugeda -- mis on selle taga, et mõned riigid on pandeemia ohjeldamisega edukad ja teised mitte? https://t.co/9pR8N2fioX",1
1367197,Donostia San Sebastian,"Of possible interest to YOU LOT: Neanderthal genes increase risk of serious Covid-19, study claims - https://t.co/tAZsesb2XB",0
1367198,"Knoxville, TN","RT @JStein_WaPo: Staggering chart --&gt;

https://t.co/nwnL5bLzYg https://t.co/XEHKW3UX0N",1
1367199,"Newark, NJ",Meet the 30 young leaders who are forging a new future for healthcare in the pandemic's shadow https://t.co/gcW7JKoKKG,1
1367200,,"RT @JStein_WaPo: Staggering chart --&gt;

https://t.co/nwnL5bLzYg https://t.co/XEHKW3UX0N",1
1367201,"Cambridge, MA","@gshotwell @MoNscience @knowbothsides brought this to my attention recently; depending on the community you're looking at, the impact of COVID can be vastly different, e.g. immigrants living in multigenerational households vs &gt;50% of Swedish households being single-person.

https://t.co/b9plJMAbx0",1
1367202,"Vancouver, BC","Germans say ventilation may be key to combating Covid.

BC has yet to even admit the virus is airborne. Maybe by 2021—depending on who gets elected. 

https://t.co/3kixhUvySQ 

#bcpoli #bced #covid19",0
1367203,Between the moon and NYC,".@MontcoPA is now below 2.5 positivity, the lowest in the region (yay us). This incredibly helpful article from @zeynep suggests places at low levels of community spread should move to rapid, mass testing and backwards tracing. Are we there yet @VAArk? https://t.co/B4Ig3MWRYI",1
1367204,,Germans embrace fresh air to ward off coronavirus https://t.co/vjdgC5zuuh,0
1367205,United Kingdom,Thanks for the clarification? Boris Johnson bungles his own government’s coronavirus rules (VIDEO) https://t.co/Fk5hgO0pzy,0
1367206,"Denver, CO","Seems there are few conclusions missing...

1.  Families have replaced parenting with government ""schools""

2.  The government failed families (again) 

3.  The best solution is a stay at home parent

https://t.co/JioZL3dVaL

#COVID19 
#schoolsreopening",1
1367207,"Florissant, MO","RT @JoeNBC: Covid has accelerated many trends, including the dangerous divide between the rich and poor in America.  https://t.co/TZF6XV02IR",1
1367208,"Wales, United Kingdom",RT @IanByrneMP: Covid-hit Merseyside economy 'may collapse without funding' https://t.co/4BR7kEbWJe,0
1367209,,'Anti-democratic law': Israel bans mass protests as Covid lockdown tightens https://t.co/Vgt1JSxgpy,0
1367210,This is a land of confusion.,"RT @JStein_WaPo: Staggering chart --&gt;

https://t.co/nwnL5bLzYg https://t.co/XEHKW3UX0N",1
1367211,,Coronavirus latest: US state sees record rise in daily cases over last 2 weeks - ABC News - https://t.co/ddX5o9jKYt via @ABC,1
1367212,,https://t.co/H54POJm0wI,0
1367213,"Kerry, Ireland","No jab, no movement? UK MP pushes mandatory Covid-19 vaccination for travel, suggests army should oversee rollout https://t.co/ThWt1vbIq8",0
1367214,NCL // MCR,"""This finding is not rare: Multiple studies from the beginning have suggested that as few as 10 to 20 percent of infected people may be responsible for as much as 80 to 90 percent of transmission, and that many people barely transmit it."" Interesting: https://t.co/2iQCs6Q4ST",1
1367215,,"RT @HHPumpco_BCE_II: That's probably the best WuFlu article you'll read

https://t.co/6b7jey7pql",1
1367216,,RT @Jimcorrsays: This is what is planned if YOU let them away with it https://t.co/9bc0Ybi2Qg,0
1367217,"Uppsala, Sverige","Take Sweden...its measures that target super-spreading have been stricter than many other European countries.
https://t.co/G3VL7oIpa9",1
1367218,,"Our grand grand grand grand parents are to blame.
https://t.co/nvLQVigPaN",0
1367219,,@realDonaldTrump Not an accomplishment https://t.co/bzQcxlMYzr,1
1367220,,"RT @JStein_WaPo: Staggering chart --&gt;

https://t.co/nwnL5bLzYg https://t.co/XEHKW3UX0N",1
1367221,41510,"RT @JStein_WaPo: Staggering chart --&gt;

https://t.co/nwnL5bLzYg https://t.co/XEHKW3UX0N",1
1367222,NYC,"RT @JStein_WaPo: Staggering chart --&gt;

https://t.co/nwnL5bLzYg https://t.co/XEHKW3UX0N",1
1367223,,"RT @JStein_WaPo: Staggering chart --&gt;

https://t.co/nwnL5bLzYg https://t.co/XEHKW3UX0N",1
1367224,"Brussels, Belgium","#Africa has defied the #covid-19 nightmare scenarios. We shouldn’t be surprised.
https://t.co/RKkRRI8fYT
Thanks for sharing @suechomba!",1
1367225,,RT @Give_Me_TheJist: @JackieIam2U @realryanhartwig Is this what you mean? - https://t.co/PfhLPBdjuw,0
